,arxiv_link,pdf_link,title,authors,abstract,submitted
467,https://arxiv.org/abs/2004.05843,https://arxiv.org/pdf/2004.05843,Federated Machine Learning for Intelligent IoT via Reconfigurable Intelligent Surface,"Authors: Kai Yang, Yuanming Shi, Yong Zhou, Zhanpeng Yang, Liqun Fu, Wei Chen","Abstract: …intelligence"". This shall unleash the full potential of intelligent IoT in a plethora of exciting applications, such as self-driving cars, unmanned aerial vehicles, healthcare, robotics, and supply chain finance. These applications drive the need of developing revolutionary computation, communication and artificial intelligence technologies that can make… ▽ More","Submitted 13 April, 2020; originally announced April 2020."
468,https://arxiv.org/abs/2004.05835,https://arxiv.org/pdf/2004.05835,COVID-19 identification in chest X-ray images on flat and hierarchical classification scenarios,"Authors: Rodolfo M. Pereira, Diego Bertolini, Lucas O. Teixeira, Carlos N. Silla Jr., Yandre M. G. Costa","Abstract: The COVID-19 can cause severe pneumonia and is estimated to have a high impact on the healthcare system. The standard image diagnosis tests for pneumonia are chest X-ray (CXR) and computed tomography (CT) scan. CXR are useful in because it is cheaper, faster and more widespread than CT. This study aims to identify pneumonia caused by COVID-19 from other type… ▽ More","Submitted 6 May, 2020; v1 submitted 13 April, 2020; originally announced April 2020."
469,https://arxiv.org/abs/2004.05824,https://arxiv.org/pdf/2004.05824,Uncertainty estimation for classification and risk prediction on medical tabular data,"Authors: Lotta Meijerink, Giovanni Cinà, Michele Tonutti","Abstract: In a data-scarce field such as healthcare, where models often deliver predictions on patients with rare conditions, the ability to measure the uncertainty of a model's prediction could potentially lead to improved effectiveness of decision support tools and increased user trust. This work advances the understanding of uncertainty estimation for classific… ▽ More","Submitted 23 May, 2020; v1 submitted 13 April, 2020; originally announced April 2020."
470,https://arxiv.org/abs/2004.05436,https://arxiv.org/pdf/2004.05436,Detection of Covid-19 From Chest X-ray Images Using Artificial Intelligence: An Early Review,"Authors: Muhammad Ilyas, Hina Rehman, Amine Nait-ali","Abstract: …(COVID-19). Almost 196 countries are affected by covid-19, while USA, Italy, China, Spain, Iran, and France have the maximum active cases of COVID-19. The issues, medical and healthcare departments are facing in delay of detecting the COVID-19. Several artificial intelligence based system are designed for the automatic detection of COVID-19 using chest x-ray… ▽ More","Submitted 11 April, 2020; originally announced April 2020."
471,https://arxiv.org/abs/2004.05318,https://arxiv.org/pdf/2004.05318,Multi-task Learning via Adaptation to Similar Tasks for Mortality Prediction of Diverse Rare Diseases,"Authors: Luchen Liu, Zequn Liu, Haoxian Wu, Zichang Wang, Jianhao Shen, Yiping Song, Ming Zhang","Abstract: Mortality prediction of diverse rare diseases using electronic health record (EHR) data is a crucial task for intelligent healthcare. However, data insufficiency and the clinical diversity of rare diseases make it hard for directly training deep learning models on individual disease data or all the data from different diseases. Mortality prediction for these… ▽ More","Submitted 11 May, 2020; v1 submitted 11 April, 2020; originally announced April 2020."
472,https://arxiv.org/abs/2004.05140,https://arxiv.org/pdf/2004.05140,One Model to Recognize Them All: Marginal Distillation from NER Models with Different Tag Sets,"Authors: Keunwoo Peter Yu, Yi Yang","Abstract: …works, MARDI merely requires access to pre-trained models rather than the original training datasets. This flexibility makes it easier to work with sensitive domains like healthcare and finance. Furthermore, our approach is general enough to integrate with different NER architectures, including local models (e.g., BiLSTM) and global models (e.g., CRF). Exper… ▽ More","Submitted 17 April, 2020; v1 submitted 10 April, 2020; originally announced April 2020."
473,https://arxiv.org/abs/2004.05109,https://arxiv.org/pdf/2004.05109,Towards Automatic Generation of Questions from Long Answers,"Authors: Shlok Kumar Mishra, Pranav Goel, Abhishek Sharma, Abhyuday Jagannatha, David Jacobs, Hal Daumé III","Abstract: Automatic question generation (AQG) has broad applicability in domains such as tutoring systems, conversational agents, healthcare literacy, and information retrieval. Existing efforts at AQG have been limited to short answer lengths of up to two or three sentences. However, several real-world applications require question generation from answers that span s… ▽ More","Submitted 15 April, 2020; v1 submitted 10 April, 2020; originally announced April 2020."
474,https://arxiv.org/abs/2004.04999,https://arxiv.org/pdf/2004.04999,Engagement Patterns of Peer-to-Peer Interactions on Mental Health Platforms,"Authors: Ashish Sharma, Monojit Choudhury, Tim Althoff, Amit Sharma","Abstract: Mental illness is a global health problem, but access to mental healthcare resources remain poor worldwide. Online peer-to-peer support platforms attempt to alleviate this fundamental gap by enabling those who struggle with mental illness to provide and receive social support from their peers. However, successful social support requires users to engage with… ▽ More","Submitted 10 April, 2020; originally announced April 2020."
475,https://arxiv.org/abs/2004.04911,https://arxiv.org/pdf/2004.04911,Analyze and Development System with Multiple Biometric Identification,Authors: Sher Dadakhanov,"Abstract: …identification methods were developed government and business sectors, but today it has reached almost all private sectors as Banking, Finance, home security and protection, healthcare, business security and security etc. Since biometric samples and templates of a biometric system having one biometric character to detect and the user can be replaced and dupl… ▽ More","Submitted 10 April, 2020; originally announced April 2020."
476,https://arxiv.org/abs/2004.04872,https://arxiv.org/pdf/2004.04872,Full Law Identification In Graphical Models Of Missing Data: Completeness Results,"Authors: Razieh Nabi, Rohit Bhattacharya, Ilya Shpitser","Abstract: Missing data has the potential to affect analyses conducted in all fields of scientific study, including healthcare, economics, and the social sciences. Several approaches to unbiased inference in the presence of non-ignorable missingness rely on the specification of the target distribution and its missingness process as a probability distribution that facto… ▽ More","Submitted 31 August, 2020; v1 submitted 9 April, 2020; originally announced April 2020."
477,https://arxiv.org/abs/2004.04867,https://arxiv.org/pdf/2004.04867,The Benefits and Costs of Social Distancing in Rich and Poor Countries,"Authors: Zachary Barnett-Howell, Ahmed Mushfiq Mobarak","Abstract: …the spread of COVID-19 across rich and poor countries. Social distancing measures that ""flatten the curve"" of the disease to bring demand within the capacity of healthcare systems are predicted to save many lives in high-income countries, such that practically any economic cost is worth bearing. These social distancing policies are estimated to be le… ▽ More","Submitted 9 April, 2020; originally announced April 2020."
478,https://arxiv.org/abs/2004.04813,https://arxiv.org/pdf/2004.04813,Use of Available Data To Inform The COVID-19 Outbreak in South Africa: A Case Study,"Authors: Vukosi Marivate, Herkulaas MvE Combrink","Abstract: …measures, including travel bans, school closure, and quarantine applied to countries or regions are being used to limit the spread of the disease and the demand on the healthcare infrastructure. The seclusion of groups and individuals has led to limited access to accurate information. To update the public, especially in South Africa, announcements are made b… ▽ More","Submitted 29 April, 2020; v1 submitted 2 April, 2020; originally announced April 2020."
479,https://arxiv.org/abs/2004.04811,https://arxiv.org/pdf/2004.04811,Health Information Standardisation as a basis for Learning Health Systems,Authors: Scott McLachlan,Abstract: Standardisation of healthcare has been the focus of hospital management and clinicians since the 1990's. Electronic health records were already intended to provide clinicians with real-time access to clinical knowledge and care plans while also recording and storing vast amounts of patient data. It took more than three decades for electronic health recor… ▽ More,"Submitted 30 March, 2020; originally announced April 2020."
480,https://arxiv.org/abs/2004.04614,https://arxiv.org/pdf/2004.04614,Using random testing to manage a safe exit from the COVID-19 lockdown,"Authors: Markus Müller, Peter M. Derlet, Christopher Mudry, Gabriel Aeppli","Abstract: …is central to managing the COVID-19 pandemic because it both measures in real time the key variable controlled by restrictive measures, and anticipates the load on the healthcare system due to progression of the disease. Knowledge of random testing outcomes will (i) significantly improve the predictability of the pandemic, (ii) allow informed and optimized… ▽ More","Submitted 16 April, 2020; v1 submitted 9 April, 2020; originally announced April 2020."
481,https://arxiv.org/abs/2004.04428,https://arxiv.org/pdf/2004.04428,Care Robots with Sexual Assistance Functions,Authors: Oliver Bendel,"Abstract: Residents in retirement and nursing homes have sexual needs just like other people. However, the semi-public situation makes it difficult for them to satisfy these existential concerns. In addition, they may not be able to meet a suitable partner or find it difficult to have a relationship for mental or physical reasons. People who live or are cared for at home can also be affected by this problem… ▽ More","Submitted 9 April, 2020; originally announced April 2020."
482,https://arxiv.org/abs/2004.04374,https://arxiv.org/pdf/2004.04374,Co-Robots as Care Robots,Authors: Oliver Bendel,"Abstract: Cooperation and collaboration robots, co-robots or cobots for short, are an integral part of factories. For example, they work closely with the fitters in the automotive sector, and everyone does what they do best. However, the novel robots are not only relevant in production and logistics, but also in the service sector, especially where proximity between them and the users is desired or unavoida… ▽ More","Submitted 9 April, 2020; originally announced April 2020."
483,https://arxiv.org/abs/2004.04361,https://arxiv.org/pdf/2004.04361,Calibrating Structured Output Predictors for Natural Language Processing,"Authors: Abhyuday Jagannatha, Hong Yu","Abstract: …recognition and question answering produce calibrated confidence scores for their predictions, especially if the system is to be deployed in a safety-critical domain such as healthcare. However, the output space of such structured prediction models is often too large to adapt binary or multi-class calibration methods directly. In this study, we propose a gen… ▽ More","Submitted 5 May, 2020; v1 submitted 9 April, 2020; originally announced April 2020."
484,https://arxiv.org/abs/2004.03727,https://arxiv.org/pdf/2004.03727,Towards Highly Scalable Runtime Models with History,"Authors: Lucas Sakizloglou, Sona Ghahremani, Thomas Brand, Matthias Barkowsky, Holger Giese","Abstract: …reducing the accumulation of information to a required minimum. Finally, we demonstrate the feasibility and scalability of our approach via experiments on a simulated smart healthcare system employing a real-world medical guideline. ▽ More","Submitted 7 April, 2020; originally announced April 2020."
485,https://arxiv.org/abs/2004.03644,https://arxiv.org/pdf/2004.03644,Causal Relational Learning,"Authors: Babak Salimi, Harsh Parikh, Moe Kayali, Sudeepa Roy, Lise Getoor, Dan Suciu",Abstract: …interventions in relational domains. We present an extensive experimental evaluation on real relational data to illustrate the applicability of CaRL in social sciences and healthcare. ▽ More,"Submitted 7 April, 2020; originally announced April 2020."
486,https://arxiv.org/abs/2004.03408,https://arxiv.org/pdf/2004.03408,Automated Smartphone based System for Diagnosis of Diabetic Retinopathy,"Authors: Misgina Tsighe Hagos, Shri Kant, Surayya Ado Bala","Abstract: …retinopathy for treatment of the disease has been failing to reach diabetic people living in rural areas. Shortage of trained ophthalmologists, limited availability of healthcare centers, and expensiveness of diagnostic equipment are among the reasons. Although many deep learning-based automatic diagnosis of diabetic retinopathy techniques have been implemen… ▽ More","Submitted 7 April, 2020; originally announced April 2020."
487,https://arxiv.org/abs/2004.03360,https://arxiv.org/pdf/2004.03360,A Machine Learning Based Framework for the Smart Healthcare Monitoring,"Authors: Abrar Zahin, Le Thanh Tan, Rose Qingyang Hu","Abstract: In this paper, we propose a novel framework for the smart healthcare system, where we employ the compressed sensing (CS) and the combination of the state-of-the-art machine learning based denoiser as well as the alternating direction of method of multipliers (ADMM) structure. This integration significantly simplifies the software implementation for the lowco… ▽ More","Submitted 4 April, 2020; originally announced April 2020."
488,https://arxiv.org/abs/2004.03329,https://arxiv.org/pdf/2004.03329,MedDialog: Two Large-scale Medical Dialogue Datasets,"Authors: Xuehai He, Shu Chen, Zeqian Ju, Xiangyu Dong, Hongchao Fang, Sicheng Wang, Yue Yang, Jiaqi Zeng, Ruisi Zhang, Ruoyu Zhang, Meng Zhou, Penghui Zhu, Pengtao Xie","Abstract: Medical dialogue systems are promising in assisting in telemedicine to increase access to healthcare services, improve the quality of patient care, and reduce medical costs. To facilitate the research and development of medical dialogue systems, we build two large-scale medical dialogue datasets: MedDialog-EN and MedDialog-CN. MedDialog-EN is an English data… ▽ More","Submitted 7 July, 2020; v1 submitted 7 April, 2020; originally announced April 2020."
489,https://arxiv.org/abs/2004.03093,https://arxiv.org/pdf/2004.03093,Exemplar Auditing for Multi-Label Biomedical Text Classification,"Authors: Allen Schmaltz, Andrew Beam","Abstract: …The investigator aims to identify features of interest at a resolution more fine-grained than that of the available human labels. This is often the scenario faced in healthcare applications as coarse, high-level labels (e.g., billing codes) are often the only sources that are readily available. These challenges are compounded for modalities such as text, whe… ▽ More","Submitted 6 April, 2020; originally announced April 2020."
490,https://arxiv.org/abs/2004.02817,https://arxiv.org/pdf/2004.02817,Temporal rise in the proportion of younger adults and older adolescents among COVID-19 cases in Germany: evidence of lesser adherence to social distancing practices?,Authors: Edward Goldstein,"Abstract: …in propagating the SARS-CoV-2 epidemics in different countries. Methods: We used the Koch Institute data on COVID-19 cases in Germany. To minimize the effect of changes in healthcare seeking behavior and testing practices, we included the following 5-year age groups in the analyses: 10-14y through 45-49y. For each age group g, we considered the proportion PL… ▽ More","Submitted 6 April, 2020; originally announced April 2020."
491,https://arxiv.org/abs/2004.02738,https://arxiv.org/pdf/2004.02738,Evaluating the Communication Efficiency in Federated Learning Algorithms,"Authors: Muhammad Asad, Ahmed Moustafa, Takayuki Ito, Muhammad Aslam","Abstract: …learning models. Cooperated with advancements in Deep Learning (DL), these learning models empower numerous useful applications, e.g., image processing, speech recognition, healthcare, vehicular network and many more. Traditionally, Machine Learning (ML) approaches require data to be centralised in cloud-based data-centres. However, this data is often large… ▽ More","Submitted 6 April, 2020; originally announced April 2020."
492,https://arxiv.org/abs/2004.02543,https://arxiv.org/pdf/2004.02543,SmartCoAuth: Smart-Contract privacy preservation mechanism on querying sensitive records in the cloud,"Authors: Muhammed Siraj, Mohd. Izuan Hafez Hj. Ninggal, Nur Izura Udzir, Muhammad Daniel Hafiz Abdullah, Aziah Asmawi","Abstract: Sensitive records stored in the cloud such as healthcare records, private conversation and credit card information are targets of hackers and privacy abuse. Current information and record management systems have difficulties achieving privacy protection of such sensitive records in a secure, transparent, decentralized and trustless environment. The Blockchai… ▽ More","Submitted 6 April, 2020; originally announced April 2020."
493,https://arxiv.org/abs/2004.02319,https://arxiv.org/pdf/2004.02319,ReRe: A Lightweight Real-time Ready-to-Go Anomaly Detection Approach for Time Series,"Authors: Ming-Chang Lee, Jia-Chun Lin, Ernst Gunnar Gran","Abstract: Anomaly detection is an active research topic in many different fields such as intrusion detection, network monitoring, system health monitoring, IoT healthcare, etc. However, many existing anomaly detection approaches require either human intervention or domain knowledge, and may suffer from high computation complexity, consequently hindering their applicab… ▽ More","Submitted 3 June, 2020; v1 submitted 5 April, 2020; originally announced April 2020."
494,https://arxiv.org/abs/2004.01819,https://arxiv.org/pdf/2004.01819,DNA Methylation Data to Predict Suicidal and Non-Suicidal Deaths: A Machine Learning Approach,"Authors: Rifat Zahan, Ian McQuillan, Nathaniel D. Osgood","Abstract: The objective of this study is to predict suicidal and non-suicidal deaths from DNA methylation data using a modern machine learning algorithm. We used support vector machines to classify existing secondary data consisting of normalized values of methylated DNA probe intensities from tissues of two cortical brain regions to distinguish suicide cases from control cases. Before classification, we em… ▽ More","Submitted 3 April, 2020; originally announced April 2020."
495,https://arxiv.org/abs/2004.01256,https://arxiv.org/pdf/2004.01256,Application of Intelligent Multi Agent Based Systems For E-Healthcare Security,"Authors: Faizal Khan, Omar Reyad","Abstract: In recent years, availability and usage of extensive systems for Electronic Healthcare Record (EHR) is increased. In medical centers such hospitals and other laboratories, more health data sets were formed during the treatment process. In order to enhance the standard of the services provided in… ▽ More","Submitted 2 April, 2020; originally announced April 2020."
496,https://arxiv.org/abs/2004.01144,https://arxiv.org/pdf/2004.01144,Predicting Injectable Medication Adherence via a Smart Sharps Bin and Machine Learning,"Authors: Yingqi Gu, Akshay Zalkikar, Lara Kelly, Kieran Daly, Tomas E. Ward","Abstract: …the importance of predicting patients' adherence has been recognised. In other words, it is important to improve the efficiency of interventions of the current healthcare system by prioritizing resources to the patients who are most likely to be non-adherent. Our objective in this work is to make predictions regarding individual patients' behaviour… ▽ More","Submitted 2 April, 2020; originally announced April 2020."
497,https://arxiv.org/abs/2004.01091,https://arxiv.org/pdf/2004.01091,Learning Longterm Representations for Person Re-Identification Using Radio Signals,"Authors: Lijie Fan, Tianhong Li, Rongyao Fang, Rumen Hristov, Yuan Yuan, Dina Katabi","Abstract: …and videos which reveal personal and private information, RF signals are more privacy-preserving, and hence can help extend person ReID to privacy-concerned domains, like healthcare. ▽ More","Submitted 2 April, 2020; originally announced April 2020."
498,https://arxiv.org/abs/2004.00756,https://arxiv.org/pdf/2004.00756,A County-level Dataset for Informing the United States' Response to COVID-19,"Authors: Benjamin D. Killeen, Jie Ying Wu, Kinjal Shah, Anna Zapaishchykova, Philipp Nikutta, Aniruddha Tamhane, Shreya Chakraborty, Jinchi Wei, Tiger Gao, Mareike Thies, Mathias Unberath","Abstract: …dataset contains more than 300 variables that summarize population estimates, demographics, ethnicity, housing, education, employment and income, climate, transit scores, and healthcare system-related metrics. Furthermore, we present aggregated out-of-home activity information for various points of interest for each county, including grocery stores and hospi… ▽ More","Submitted 10 September, 2020; v1 submitted 1 April, 2020; originally announced April 2020."
499,https://arxiv.org/abs/2004.00407,https://arxiv.org/pdf/2004.00407,Drug-disease Graph: Predicting Adverse Drug Reaction Signals via Graph Neural Network with Clinical Data,"Authors: Heeyoung Kwak, Minwoo Lee, Seunghyun Yoon, Jooyoung Chang, Sangmin Park, Kyomin Jung","Abstract: …which is a pair of a prescription and a diagnosis that might be a potential ADR. In this study, we develop a novel graph-based framework for ADR signal detection using healthcare claims data. We construct a Drug-disease graph with nodes representing the medical codes. The edges are given as the relationships between two codes, computed using the data. We ap… ▽ More","Submitted 1 April, 2020; originally announced April 2020."
500,https://arxiv.org/abs/2004.00150,https://arxiv.org/pdf/2004.00150,Enriching Consumer Health Vocabulary Using Enhanced GloVe Word Embedding,"Authors: Mohammed Ibrahim, Susan Gauch, Omar Salman, Mohammed Alqahatani","Abstract: …terms on the UMLS. In this paper, we present an enhanced word embedding technique that generates new CHV terms from a consumer-generated text. We downloaded our corpus from a healthcare social media and evaluated our new method based on iterative feedback to word embedding using ground truth built from the existing CHV terms. Our feedback algorithm outperfor… ▽ More","Submitted 13 April, 2020; v1 submitted 31 March, 2020; originally announced April 2020."
501,https://arxiv.org/abs/2004.00038,https://arxiv.org/pdf/2004.00038,Diagnosing COVID-19 Pneumonia from X-Ray and CT Images using Deep Learning and Transfer Learning Algorithms,"Authors: Halgurd S. Maghdid, Aras T. Asaad, Kayhan Zrar Ghafoor, Ali Safaa Sadiq, Muhammad Khurram Khan","Abstract: …researchers to develop more intelligent, highly responsive and efficient detection methods. In this work, we focus on proposing AI tools that can be used by radiologists or healthcare professionals to diagnose COVID-19 cases in a quick and accurate manner. However, the lack of a publicly available dataset of X-ray and CT images makes the design of such AI to… ▽ More","Submitted 31 March, 2020; originally announced April 2020."
502,https://arxiv.org/abs/2003.14395,https://arxiv.org/pdf/2003.14395,COVID-ResNet: A Deep Learning Framework for Screening of COVID19 from Radiographs,"Authors: Muhammad Farooq, Abdul Hafeez",Abstract: …of three different infection types from along with Normal individuals. This model can help in the early screening of COVID19 cases and help reduce the burden on healthcare systems. ▽ More,"Submitted 31 March, 2020; originally announced March 2020."
503,https://arxiv.org/abs/2003.14106,https://arxiv.org/pdf/2003.14106,Security Assurance Cases for Road Vehicles: an Industry Perspective,"Authors: Mazen Mohamad, Alexander Åström, Örjan Askerdal, Jörgen Borg, Riccardo Scandariato","Abstract: …internal product development processes and organizational practices. We expect the results to be also of interest for product companies in other safety-critical domains, like healthcare, transportation, and so on ▽ More","Submitted 31 March, 2020; originally announced March 2020."
504,https://arxiv.org/abs/2003.14087,https://arxiv.org/pdf/2003.14087,Static vs accumulating priorities in healthcare queues under heavy loads,"Authors: Binyamin Oz, Seva Shneer, Ilze Ziedins","Abstract: Amid unprecedented times caused by COVID-19, healthcare systems all over the world are strained to the limits of, or even beyond, capacity. A similar event is experienced by some healthcare systems regularly, due to for instance seasonal spikes in the number of patients. We model this as a queueing system in heavy traf… ▽ More","Submitted 29 April, 2020; v1 submitted 31 March, 2020; originally announced March 2020."
505,https://arxiv.org/abs/2003.13762,https://arxiv.org/pdf/2003.13762,Using VERA to explain the impact of social distancing on the spread of COVID-19,"Authors: William Broniec, Sungeun An, Spencer Rugaber, Ashok K. Goel","Abstract: …run another experimental trial, or build an alternative conceptual model. We describe the use VERA to develop a SIR model for the spread of COVID-19 and its relationship with healthcare capacity. ▽ More","Submitted 30 March, 2020; originally announced March 2020."
506,https://arxiv.org/abs/2003.13670,https://arxiv.org/pdf/2003.13670,Anonymous Collocation Discovery: Harnessing Privacy to Tame the Coronavirus,"Authors: Ran Canetti, Ari Trachtenberg, Mayank Varia","Abstract: …privacy guarantees provided by the scheme will encourage quick and broad voluntary adoption. When combined with sufficient testing capacity and existing best practices from healthcare professionals, we hope that this may significantly reduce the infection rate. ▽ More","Submitted 3 April, 2020; v1 submitted 30 March, 2020; originally announced March 2020."
507,https://arxiv.org/abs/2003.13145,https://arxiv.org/pdf/2003.13145,Can AI help in screening Viral and COVID-19 pneumonia?,"Authors: Muhammad E. H. Chowdhury, Tawsifur Rahman, Amith Khandakar, Rashid Mazhar, Muhammad Abdul Kadir, Zaid Bin Mahbub, Khandaker Reajul Islam, Muhammad Salman Khan, Atif Iqbal, Nasser Al-Emadi, Mamun Bin Ibne Reaz, T. I. Islam","Abstract: …and infected several millions of people worldwide. Any technological tool enabling rapid screening of the COVID-19 infection with high accuracy can be crucially helpful to healthcare professionals. The main clinical tool currently in use for the diagnosis of COVID-19 is the Reverse transcription polymerase chain reaction (RT-PCR), which is expensive, less-se… ▽ More","Submitted 15 June, 2020; v1 submitted 29 March, 2020; originally announced March 2020."
508,https://arxiv.org/abs/2003.12920,https://arxiv.org/pdf/2003.12920,IoT Blockchain Solution for Air Quality Monitoring in SmartCities,"Authors: Shajulin Benedict, Rumaize P., Jaspreet Kaur","Abstract: …applications have dramatically increased in the recent past due to the thrust for innovations, notably through startup initiatives, in various sectors such as agriculture, healthcare, industry, and so forth. The existing IoT cloud solutions have led practitioners or researchers to a haphazard clutter of serious security hazards and performance inefficiencies… ▽ More","Submitted 28 March, 2020; originally announced March 2020."
509,https://arxiv.org/abs/2003.12916,https://arxiv.org/pdf/2003.12916,Build-at-home UV-C disinfection system for healthcare settings,"Authors: Rosemary C. She, Dongyu Chen, Pil Pak, Deniz K. Armani, Andreas Schubert, Andrea M. Armani","Abstract: Significant research has shown that UV-C exposure is an effective disinfectant for a range of bacteria and viruses, including coronaviruses. As such, a UV-C treatment in combination with a chemical wipe, such as EPA hydrogen peroxide, is a common cleaning protocol in a medical setting, and such disinfection protocols have gained in importance during the current COVID-19 pandemic due to the need to… ▽ More","Submitted 1 April, 2020; v1 submitted 28 March, 2020; originally announced March 2020."
510,https://arxiv.org/abs/2003.12828,https://arxiv.org/pdf/2003.12828,Learning medical triage from clinicians using Deep Q-Learning,"Authors: Albert Buchard, Baptiste Bouvier, Giulia Prando, Rory Beard, Michail Livieratos, Dan Busbridge, Daniel Thompson, Jonathan Richens, Yuanzhao Zhang, Adam Baker, Yura Perov, Kostis Gourgoulias, Saurabh Johri","Abstract: Medical Triage is of paramount importance to healthcare systems, allowing for the correct orientation of patients and allocation of the necessary resources to treat them adequately. While reliable decision-tree methods exist to triage patients based on their presentation, those trees implicitly require human inference and are not immediately applicable in a… ▽ More","Submitted 24 June, 2020; v1 submitted 28 March, 2020; originally announced March 2020."
511,https://arxiv.org/abs/2003.12746,https://arxiv.org/pdf/2003.12746,Radar networks: A review of features and challenges,"Authors: S. Hamed Javadi, Alfonso Farina","Abstract: …typically used for improving the coverage and tracking accuracy. Recently, such networks have facilitated deployment of commercial radars for civilian applications such as healthcare, gesture recognition, home security, and autonomous automobiles. They exploit advanced signal processing techniques together with efficient data fusion methods in order to yield… ▽ More","Submitted 28 March, 2020; originally announced March 2020."
512,https://arxiv.org/abs/2003.12365,https://arxiv.org/pdf/2003.12365,Can We Use Split Learning on 1D CNN Models for Privacy Preserving Training?,"Authors: Sharif Abuadbba, Kyuyeon Kim, Minki Kim, Chandra Thapa, Seyit A. Camtepe, Yansong Gao, Hyoungshick Kim, Surya Nepal","Abstract: …at the client. Until now, the split learning is believed to be a promising approach to protect the client's raw data; for example, the client's data was protected in healthcare image applications using 2D convolutional neural network (CNN) models. However, it is still unclear whether the split learning can be applied to other deep learning models, in… ▽ More","Submitted 16 March, 2020; originally announced March 2020."
513,https://arxiv.org/abs/2003.12310,https://arxiv.org/pdf/2003.12310,Optimization of Genomic Classifiers for Clinical Deployment: Evaluation of Bayesian Optimization to Select Predictive Models of Acute Infection and In-Hospital Mortality,"Authors: Michael B. Mayhew, Elizabeth Tran, Kirindi Choi, Uros Midic, Roland Luethy, Nandita Damaraju, Ljubomir Buturovic","Abstract: …optimization (i.e. automatic relevance determination). Our analysis highlights the need for further practical, deployment-centered benchmarking of HO approaches in the healthcare context. ▽ More","Submitted 13 October, 2020; v1 submitted 27 March, 2020; originally announced March 2020."
514,https://arxiv.org/abs/2003.12012,https://arxiv.org/pdf/2003.12012,TRACER: A Framework for Facilitating Accurate and Interpretable Analytics for High Stakes Applications,"Authors: Kaiping Zheng, Shaofeng Cai, Horng Ruey Chua, Wei Wang, Kee Yuan Ngiam, Beng Chin Ooi","Abstract: In high stakes applications such as healthcare and finance analytics, the interpretability of predictive models is required and necessary for domain practitioners to trust the predictions. Traditional machine learning models, e.g., logistic regression (LR), are easy to interpret in nature. However, many of these models aggregate time-series data without cons… ▽ More","Submitted 24 March, 2020; originally announced March 2020."
515,https://arxiv.org/abs/2003.11744,https://arxiv.org/pdf/2003.11744,Prior Adaptive Semi-supervised Learning with Application to EHR Phenotyping,"Authors: Yichi Zhang, Molei Liu, Matey Neykov, Tianxi Cai",Abstract: …its superiority over existing estimators via simulation studies. The proposed method is applied to an EHR phenotyping study of rheumatoid arthritis at Partner's Healthcare. ▽ More,"Submitted 26 March, 2020; originally announced March 2020."
516,https://arxiv.org/abs/2003.11221,https://arxiv.org/pdf/2003.11221,Susceptible-Infected-Recovered (SIR) Dynamics of COVID-19 and Economic Impact,Authors: Alexis Akira Toda,"Abstract: …exceeds the recovery rate, which enables a fast spread. In the benchmark model, 28% of the population may be simultaneously infected at the peak, potentially overwhelming the healthcare system. The peak reduces to 6.2% under the optimal mitigation policy that controls the timing and intensity of social distancing. A stylized asset pricing model suggests that… ▽ More","Submitted 26 March, 2020; v1 submitted 25 March, 2020; originally announced March 2020."
517,https://arxiv.org/abs/2003.11126,https://arxiv.org/pdf/2003.11126,Black-box Off-policy Estimation for Infinite-Horizon Reinforcement Learning,"Authors: Ali Mousavi, Lihong Li, Qiang Liu, Denny Zhou","Abstract: Off-policy estimation for long-horizon problems is important in many real-life applications such as healthcare and robotics, where high-fidelity simulators may not be available and on-policy evaluation is expensive or impossible. Recently, \cite{liu18breaking} proposed an approach that avoids the \emph{curse of horizon} suffered by typical importance-samplin… ▽ More","Submitted 24 March, 2020; originally announced March 2020."
518,https://arxiv.org/abs/2003.11090,https://arxiv.org/pdf/2003.11090,Covid-19 Tweeting in English: Gender Differences,"Authors: Mike Thelwall, Saheeda Thelwall","Abstract: …relevant aspect of public reaction: gender differences. The results show that females are more likely to tweet about the virus in the context of family, social distancing and healthcare whereas males are more likely to tweet about sports cancellations, the global spread of the virus and political reactions. Thus, women seem to be taking a disproportionate sh… ▽ More","Submitted 24 March, 2020; originally announced March 2020."
519,https://arxiv.org/abs/2003.10879,https://arxiv.org/pdf/2003.10879,Is a COVID19 Quarantine Justified in Chile or USA Right Now?,"Authors: R. I. Gonzalez, F. Munoz, P. S. Moya, M. Kiwi","Abstract: …of its risk are a commonplace in the press and social media. Here we define an index, which we call the COVID-19 Burden Index, that relates the capacities of the healthcare system of a given country to treat severe and critical cases. Its value is 0 if there is no extra strain in the healthcare system, and it reaches 1… ▽ More","Submitted 24 March, 2020; originally announced March 2020."
520,https://arxiv.org/abs/2003.10778,https://arxiv.org/pdf/2003.10778,"PanNuke Dataset Extension, Insights and Baselines","Authors: Jevgenij Gamper, Navid Alemi Koohbanani, Ksenija Benes, Simon Graham, Mostafa Jahanifar, Syed Ali Khurram, Ayesha Azam, Katherine Hewitt, Nasir Rajpoot","Abstract: The emerging area of computational pathology (CPath) is ripe ground for the application of deep learning (DL) methods to healthcare due to the sheer volume of raw pixel data in whole-slide images (WSIs) of cancerous tissue slides. However, it is imperative for the DL algorithms relying on nuclei-level details to be able to cope with data from `the clinical w… ▽ More","Submitted 22 April, 2020; v1 submitted 24 March, 2020; originally announced March 2020."
